Timestamp,Social_Impact,Gender,Age,Neighborhood,Occupation,MM_Usage_Duration,Heard_Scam,Victim,Nb_Times,Scam_Method,Other_Method,Amount_Lost_FCFA,Reported,Reported_To,Know_Detection,Info_Source,Need_Training,Suggestions
2025/06/02 11:14:45 AM UTC+1,Option 1,Male,26,Dang,Other,1 to 3 years,Yes,No,,,,,,,Yes,Radio locale;Relatives / friends,Yes,
2025/06/02 11:15:29 AM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,Yes,4,Call from a stranger pretending to be an agent; False transaction of a customer; Reimbursement request for a supposedly erroneous transfer,,0,No,,Yes,Mobile agent,Yes,Be careful
2025/06/02 11:15:48 AM UTC+1,Option 1,Female,32,Bini,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/06/02 11:16:21 AM UTC+1,Option 1,Male,22,Bini,Other,1 to 3 years,Yes,No,,,,,,,No,Radio locale,Je ne sais pas,
2025/06/02 11:17:44 AM UTC+1,Option 1,Male,37,Bini,clothing business,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,,,Yes,Radio locale;Relatives / friends,Yes,The scam has occurred by message for a friend
2025/06/02 11:18:29 AM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Other,,200000,Yes,The police,Yes,Radio locale;Mobile agent,Yes,
2025/06/02 11:19:12 AM UTC+1,Option 1,Male,18,Gadamabanga,food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,25000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/06/02 11:19:46 AM UTC+1,Option 1,Male,37,Carrefour Borongo,clothing business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Reimbursement request for a supposedly erroneous transfer,,150000,Yes,A relative/friend,No,No awareness received,Yes,
2025/06/02 11:20:39 AM UTC+1,Option 1,Male,26,Bini,food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,7500,Yes,A relative/friend,Yes,Relatives / friends,Yes,The scam performed by call for my brother
2025/06/02 11:21:13 AM UTC+1,Option 1,Female,27,Carrefour Borongo,food business,1 to 3 years,Yes,Yes,1,Other,,37000,Yes,A relative/friend,Yes,No awareness received,Je ne sais pas,
2025/06/02 11:21:44 AM UTC+1,Option 1,Male,28,Dang,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,He heard that the scam went through the message
2025/06/02 11:22:35 AM UTC+1,Option 1,Female,43,Carrefour Borongo,food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Reimbursement request for a supposedly erroneous transfer,,50000,Yes,A relative/friend,Yes,Relatives / friends,Je ne sais pas,
2025/06/02 11:23:23 AM UTC+1,Option 1,Male,27,Bini,Other,More than 3 years,Yes,Yes,1,Reimbursement request for a supposedly erroneous transfer,,35000,Yes,The police,Yes,Other,Yes,
2025/06/02 11:24:15 AM UTC+1,Option 1,Male,37,Dang,Other,1 to 3 years,Yes,Yes,1,Other,,75000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/06/02 11:25:19 AM UTC+1,Option 1,Female,26,Bini,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,25000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/02 11:26:15 AM UTC+1,Option 1,Male,18,Dang,Phone credit / money transfer,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Reimbursement request for a supposedly erroneous transfer,,0,No,,Yes,Mobile agent,Yes,
2025/06/02 11:26:47 AM UTC+1,Option 1,Male,18,Bini,Other,Less than 1 year,Yes,Yes,1,Fake withdrawal or deposit message,,3500,Yes,A relative/friend,Yes,Relatives / friends,Je ne sais pas,
2025/06/02 11:27:29 AM UTC+1,Option 1,Male,27,Dang,Phone credit / money transfer,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,6500,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/02 11:28:30 AM UTC+1,Option 1,Male,47,Manwi,Phone credit / money transfer,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,70000,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Yes,I friends who also make transfers and who have been by false transaction
2025/06/02 11:29:07 AM UTC+1,Option 1,Male,27,Dang,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message; Reimbursement request for a supposedly erroneous transfer,,,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/02 11:29:37 AM UTC+1,Option 1,Female,18,Dang,food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,40000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/06/02 11:30:20 AM UTC+1,Option 1,Female,29,Bini,food business,1 to 3 years,Yes,Yes,1,Other,,37000,No,,No,No awareness received,Je ne sais pas,
2025/06/02 11:31:00 AM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,30000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/02 11:31:22 AM UTC+1,Option 1,Male,31,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Other,1000,,Yes,A relative/friend,No,No awareness received,Je ne sais pas,
2025/06/02 11:31:55 AM UTC+1,Option 1,Female,37,Gadamabanga,food business,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/02 11:32:59 AM UTC+1,Option 1,Male,27,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,3000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/06/02 11:33:04 AM UTC+1,Option 1,Female,23,Carrefour Borongo,food business,Less than 1 year,Yes,Yes,2,Call from a stranger pretending to be an agent; Reimbursement request for a supposedly erroneous transfer,,,Yes,A relative/friend,Yes,Relatives / friends,Yes,3000 of a loved one
2025/06/02 11:33:48 AM UTC+1,Option 1,Female,25,Carrefour Borongo,food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,15000,Yes,A relative/friend,No,Relatives / friends,No,
2025/06/02 11:33:54 AM UTC+1,Option 1,Female,36,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/02 11:34:38 AM UTC+1,Option 1,Female,21,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,15000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/02 11:35:16 AM UTC+1,Option 1,Male,25,Bini,Phone credit / money transfer,More than 3 years,Yes,Yes,1,False transaction of a customer; Reimbursement request for a supposedly erroneous transfer,,150000,Yes,The police,Yes,Relatives / friends;Other,Yes,
2025/06/02 11:37:20 AM UTC+1,Option 1,Female,30,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Reimbursement request for a supposedly erroneous transfer,,36000,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/02 11:38:33 AM UTC+1,Option 1,Male,24,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,When you receive an attack you should never panic. The gold of a mobile money attack should never provide sensitive information (secret code).
2025/06/02 11:38:50 AM UTC+1,Option 1,Male,19,Bini,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Other,,17000,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/02 11:40:26 AM UTC+1,Option 1,Female,36,Carrefour Borongo,food business,1 to 3 years,No,Yes,1,Reimbursement request for a supposedly erroneous transfer,21000,,Yes,A relative/friend,Yes,No awareness received,Yes,Be careful
2025/06/07 9:22:37 PM UTC+1,Option 1,Female,22,Dang,food business,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Je ne sais pas,
2025/06/10 12:14:44 PM UTC+1,Option 1,Male,43,Manwi,clothing business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,Usurpation,40000f,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,Anarch of a woman of 300000F per message
2025/06/10 12:18:01 PM UTC+1,Option 1,Female,43,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,15000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:19:37 PM UTC+1,Option 1,Male,28,Carrefour Borongo,Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,Usurpation,50000,Yes,A relative/friend,No,No awareness received,Yes,
2025/06/10 12:23:30 PM UTC+1,Option 1,Female,23,Manwi,food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,60000,,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:24:34 PM UTC+1,Option 1,Female,57,Dang,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:25:28 PM UTC+1,Option 1,Male,42,Manwi,clothing business,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:28:17 PM UTC+1,Option 1,Male,34,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:29:36 PM UTC+1,Option 1,Male,34,Carrefour Borongo,food business,Less than 1 year,Yes,Yes,1,Fake withdrawal or deposit message,,15000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:30:57 PM UTC+1,Option 1,Male,26,Manwi,Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Mobile agent,Yes,A brother was scammed by call
2025/06/10 12:31:42 PM UTC+1,Option 1,Female,57,Carrefour Borongo,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:32:27 PM UTC+1,Option 1,Female,63,Carrefour Borongo,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:33:43 PM UTC+1,Option 1,Female,48,Gadamabanga,clothing business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:34:35 PM UTC+1,Option 1,Female,32,Dang,food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:35:45 PM UTC+1,Option 1,Male,58,Dang,clothing business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,200000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:38:29 PM UTC+1,Option 1,Male,38,Manwi,food business,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/06/10 12:39:22 PM UTC+1,Option 1,Male,17,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/06/10 12:40:13 PM UTC+1,Option 1,Female,20,Gadamabanga,food business,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/06/10 12:41:32 PM UTC+1,Option 1,Female,57,Manwi,food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,4000,No,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:43:08 PM UTC+1,Option 1,Female,33,"Ngaoundéré, ville",food business,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent,,17000,No,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:44:51 PM UTC+1,Option 1,Male,27,Bini,clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/06/10 12:46:23 PM UTC+1,Option 1,Male,17,Bini,Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/06/10 12:49:45 PM UTC+1,Option 1,Male,30,Manwi,Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,70000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/06/10 12:51:58 PM UTC+1,Option 1,Male,22,Bini,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,2000,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,You should never do things that scammers ask
2025/06/10 12:53:11 PM UTC+1,Option 1,Female,38,Manwi,food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,30000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/06/10 12:54:15 PM UTC+1,Option 1,Male,25,Gadamabanga,food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,20000,Yes,,No,Relatives / friends,Yes,
2025/07/03 1:30:03 AM UTC+1,Option 1,Female,30,Carrefour Borongo,clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/21 6:46:56 AM UTC+1,Option 1,Male,33,Dang,Other,Less than 1 year,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,I have friends who have been the victim
2025/07/21 6:49:11 AM UTC+1,Option 1,Male,18,Carrefour Borongo,food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,4000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/07/25 10:19:11 AM UTC+1,Option 1,Male,17,Dang,Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,Mobile agent,Yes,
2025/07/25 10:25:05 AM UTC+1,Option 1,Female,32,Gadamabanga,food business,1 to 3 years,Yes,Yes,2,Reimbursement request for a supposedly erroneous transfer,,30000,Yes,A relative/friend,Yes,Relatives / friends,Yes,You should never provide sensitive information
2025/07/25 10:31:45 AM UTC+1,Option 1,Male,22,Bini,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 10:36:23 AM UTC+1,Option 1,Female,20,Dang,Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,Do not share personal information
2025/07/25 1:52:41 PM UTC+1,Option 1,Male,30,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,80000,,A relative/friend,Yes,Radio locale;Relatives / friends,Yes,Sensibilisation
2025/07/25 1:54:13 PM UTC+1,Option 1,Male,18,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,Vigilant
2025/07/25 1:55:54 PM UTC+1,Option 1,Female,20,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,Awareness of mobile users
2025/07/25 1:57:56 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Set up a system that can detect scam attempts to help mobile users.
2025/07/25 1:59:06 PM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,Sensibilisation
2025/07/25 2:00:56 PM UTC+1,Option 1,Male,20,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,"Scam of a friend in the amount of 20,000"
2025/07/25 2:02:38 PM UTC+1,Option 1,Female,35,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Other,No,
2025/07/25 2:03:32 PM UTC+1,Option 1,Male,36,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Other,No,
2025/07/25 2:05:14 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; False transaction of a customer; Reimbursement request for a supposedly erroneous transfer,,30000,Yes,A relative/friend,Yes,Mobile agent;Other,Je ne sais pas,
2025/07/25 2:06:52 PM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Radio locale;Other,Yes,Never trust unknown calls and false message
2025/07/25 2:07:56 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Vigilance
2025/07/25 2:10:01 PM UTC+1,Option 1,Male,40,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Other,,100000,Yes,A relative/friend,Yes,Mobile agent;Other,Yes,Be careful
2025/07/25 2:10:44 PM UTC+1,Option 1,Male,38,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/07/25 2:12:12 PM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,1500,Yes,Other,No,Relatives / friends,Yes,
2025/07/25 2:14:00 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,38000,Yes,A relative/friend,Yes,Radio locale;Other,Je ne sais pas,Vigilance
2025/07/25 2:15:29 PM UTC+1,Option 1,Female,37,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,37000,Yes,A relative/friend,Yes,Relatives / friends,Yes,Sensibilisation
2025/07/25 2:16:26 PM UTC+1,Option 1,Male,45,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,No,Be careful
2025/07/25 2:17:29 PM UTC+1,Option 1,Male,37,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,No,
2025/07/25 2:20:00 PM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,4,Call from a stranger pretending to be an agent; False transaction of a customer; Reimbursement request for a supposedly erroneous transfer,,5000,Yes,A relative/friend,No,Mobile agent,Yes,
2025/07/25 3:02:48 PM UTC+1,Option 1,Male,18,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/25 3:04:20 PM UTC+1,Option 1,Female,20,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Radio locale;Relatives / friends;Other,Yes,Find ways to detect scammers
2025/07/25 3:06:34 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",food business,More than 3 years,No,Yes,1,Fake withdrawal or deposit message,,40000,Yes,A relative/friend,Yes,Radio locale;Relatives / friends,Yes,Helped us to know how to detect scam attempts.
2025/07/25 3:08:15 PM UTC+1,Option 1,Male,40,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,3500,Yes,The police,Yes,Relatives / friends;Other,Yes,Do not trust messages
2025/07/25 3:09:35 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,5000,Yes,A relative/friend,No,Mobile agent,Yes,
2025/07/25 3:10:43 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Je ne sais pas,Find a way to punish scammers
2025/07/25 3:12:18 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Other,Yes,Do not be wrong by fai message
2025/07/25 3:14:40 PM UTC+1,Option 1,Male,31,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,No,Be careful and vigilant
2025/07/25 3:15:58 PM UTC+1,Option 1,Female,18,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,3000,Yes,A relative/friend,Yes,Relatives / friends;Other,Yes,
2025/07/25 3:17:14 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Je ne sais pas,Vigilance
2025/07/25 3:18:48 PM UTC+1,Option 1,Male,35,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Other,No,Helped others to understand the ways of scam like me
2025/07/25 3:21:02 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",clothing business,1 to 3 years,No,Yes,1,Fake withdrawal or deposit message,,1000,Yes,A relative/friend,No,Mobile agent,Yes,A brother was also scammed 20000
2025/07/25 3:23:06 PM UTC+1,Option 1,Female,24,"Ngaoundéré, ville",Other,1 to 3 years,No,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,13000,Yes,A relative/friend,Yes,Other,Yes,Never trust
2025/07/25 3:24:34 PM UTC+1,Option 1,Female,20,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends;Other,Je ne sais pas,The scammers must severely punish
2025/07/25 3:25:52 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Radio locale;Mobile agent;Other,Je ne sais pas,
2025/07/25 3:26:52 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/07/25 3:28:42 PM UTC+1,Option 1,Female,25,Bini,Other,1 to 3 years,Yes,No,,,,,,,Yes,Radio locale;Relatives / friends,Yes,
2025/07/25 3:30:17 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,20000,Yes,A relative/friend,No,Mobile agent,Je ne sais pas,
2025/07/25 3:31:24 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 4:14:36 PM UTC+1,Option 1,Male,70,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,4,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,80000,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,Do not give sensitive information
2025/07/25 4:16:12 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,You always have to be careful
2025/07/25 4:18:09 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 4:19:14 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/07/25 4:20:19 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,15000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/07/25 4:22:18 PM UTC+1,Option 1,Female,45,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends;No awareness received,Yes,Never trust unknown calls or message. Never give the info of your account
2025/07/25 4:24:23 PM UTC+1,Option 1,Female,70,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,Never give your code or enter your code whatever part
2025/07/25 4:25:35 PM UTC+1,Option 1,Male,33,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/25 4:26:51 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Never trust
2025/07/25 4:27:55 PM UTC+1,Option 1,Male,42,"Ngaoundéré, ville",clothing business,Less than 1 year,Yes,No,,,,,,,Yes,Radio locale;Mobile agent,Yes,
2025/07/25 4:29:24 PM UTC+1,Option 1,Male,18,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,Yes,1,Fake withdrawal or deposit message,,4000,No,,Yes,Relatives / friends,Je ne sais pas,I think you have to be careful
2025/07/25 4:38:33 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:40:41 PM UTC+1,Option 1,Female,37,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,No,,No,Mobile agent;Relatives / friends,Yes,
2025/07/25 4:42:38 PM UTC+1,Option 1,Female,39,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,3000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:43:44 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,No,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:44:34 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:45:36 PM UTC+1,Option 1,Male,16,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 4:46:47 PM UTC+1,Option 1,Female,43,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,7000,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 4:48:09 PM UTC+1,Option 1,Female,29,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,No,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:49:50 PM UTC+1,Option 1,Female,40,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,Yes,Mobile operator,No,Mobile agent;Other,Yes,
2025/07/25 4:50:51 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,No,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:52:26 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message,,0,No,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 4:53:22 PM UTC+1,Option 1,Female,58,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 4:54:08 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 4:56:09 PM UTC+1,Option 1,Male,42,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,,Ils m'ont demander de valider un sms par Mon code,12000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
